70,M1985,"North korean variant light tank of pt-76. Chassis is derived from North Korean stretched VTT-323 APC chassis. Main gun is of the family which includes Chinese Type 62 and 63 tank guns, Chinese Type 56/ FSU D-44 field guns, and the T-34/85 tank. Therefore, ammunition options include the variety of ammunition available for these guns. The AT-3 type ATGM can be upgraded by an operator with a new warhead in minutes. Low-mid level maintenance can upgrade the missile motor. The HE-Blast ATGM is used for killing personnel and destroying bunkers and other fortifications.",group/ enarmor,individual/ enlttank,photo/m1985, 85mm HEAT, 7.62mm, null,30,60,500,19
71,M1A2; Abrams,"The M1 Abrams is an American third-generation main battle tank named for General Creighton Abrams. Highly mobile, designed for modern armored ground warfare, the M1 is well armed and heavily armored. Notable features include the use of a powerful multifuel turbine engine, the adoption of sophisticated composite armor, and separate ammunition storage in a blow-out compartment for crew safety. Weighing nearly 68 short tons (almost 62 metric tons), it is one of the heaviest main battle tanks in service. The M1 Abrams entered U.S. service in 1980, ultimately replacing the M60 tank.The M1 is the main battle tank of the United States Army and Marine Corps, along with the armies of Egypt, Kuwait, Saudi Arabia, Australia, and Iraq. Three main versions of the M1 Abrams have been deployed, the M1, M1A1, and M1A2, incorporating improved armament, protection, and electronics. These improvements and other upgrades to in-service tanks have allowed this long-serving vehicle to remain in front-line service. In addition, development of the improved M1A3 version was first publicly disclosed in 2009. Extensive improvements have been implemented to the latest M1A2 SEPv3 version.",group/ frarmor,individual/ frtank,photo/m1a2, 120mm APFSDS-T, M240C, null, 960, 70, 426, 73
72,M270A1; MLRS,"The M270 Multiple Launch Rocket System (M270 MLRS) is an armored, self-propelled, multiple rocket launcher; a type of rocket artillery. The weapon can fire guided and unguided projectiles up to 42 km (26 mi). Firing ballistic missiles, such as the U.S. Army Tactical Missile System (ATACMS), it can hit targets 300 km (190 mi) away; the warhead in such shots reaches an altitude of about 50 km (164,000 ft). The M270 can be used in shoot-and-scoot tactics, firing its rockets rapidly, then moving away to avoid counter-battery fire. MLRS was developed jointly by the United Kingdom, United States, West Germany, France and Italy. It was developed from the older General Support Rocket System (GSRS). The M270 MLRS weapons system is collectively known as the M270 MLRS Self-propelled Loader/Launcher (SPLL). The SPLL is composed of three primary subsystems: the M269 Loader Launcher Module (LLM), which also houses the electronic Fire Control System, is mated to the M993 Carrier Vehicle. The M993 is a derivative of the Bradley Fighting Vehicle chassis.",group/frspmlrs,individual/frspmlrs,photo/m270a1,ATACMS Missile, null, null,25,65,640,25
73,M2A3; Bradley,"The M2 Bradley, or Bradley IFV, is an American infantry fighting vehicle that is a member of the Bradley Fighting Vehicle family. It is manufactured by BAE Systems Land & Armaments, which was formerly United Defense. The Bradley is designed for reconnaissance and to transport a squad of infantry, providing them protection from small arms fire, while also providing firepower to both suppress and eliminate most threats to friendly infantry. It is designed to be highly maneuverable and to be fast enough to keep up with heavy armor during an advance. The M2 holds a crew of three: a commander, a gunner and a driver, as well as six fully equipped soldiers.",group/ frmechinf,individual/ frifv,photo/m2a3, 25mm auto-cannon, M240C, TOW-2B, 60, 70, 482, 35
74,M41; Bulldog,German Atlas offers the MOLF 1-plane stabilized laser rangefinder fire control system and retrofit kit. The FCS includes a thermal night sight. Israeli EL-OP offers a FCS for the system. Maximum range for the canister round is 155 meters.,group/ frarmor,individual/ frlttank,photo/m41, 76mm APFSDS-T, 7.62mm, null, 25, 60, 350, 15
75,M60; Patton,"A variety of day and night sights (including thermal and stabilized), stabilization systems and ballistic computers are available for M60A1 and M60A3. The TTS thermal sight (5x and 10x, FOV 6x4 and 12x8°) was added to US M60A3, and has been widely fielded. The Swiss 120-mm Compact Tank Gun is available. Israeli IMI offers the APAM round with submunitions and a time fuze. Israeli IAI now offers LAHAT gun-launched ATGM, with semi-active laser homing and tandem warhead; but it requires modified fire control. Israeli IMI offers several upgrade packages, such as SABRA, for the SABRA MBT. This private venture includes extensive upgrades for mobility, lethality, and protection, including a 120-mm main gun.",group/ frarmor,individual/ frmedtank,photo/m60, 105mm APFSDS-T, 7.62mm, null, 325, 48, 550, 53
76,M777,"The M777 howitzer is a towed 155 mm artillery piece. It succeeded the M198 howitzer in the United States Marine Corps and United States Army in 2005. The M777 is also used by the ground forces of Australia, Canada, India and Saudi Arabia. It made its combat debut in the War in Afghanistan.With a weight of 4,200 kg (9,300 lb), the M777 is 41% lighter than the 7,154 kg (15,772 lb) M198 howitzer it replaces. Much of the weight reduction is due to the extensive use of titanium.The M777 can be transported by helicopter sling-load, transporter aircraft such as the C-130, or towed by air-braked vehicles weighing over 2.5 tonnes (2.8 short tons), such as the FMTV and MTVR. The minimal gun crew required is five, compared to a previous nine.",group/frtowedartillery,individual/frtowedhvyhowitzer,photo/m777,155mm Howitzer, null, null,,,,
77,Marder 1A3,"Ifv with exit doors in the rear with space for 6 soldiers; 2 firing ports on both sides of the vehicle. Earlier versions had a slightly lower figures for the profile, height, width, and ground pressure. Era kits available, but would be a hazard during dismounted operations. Milan-3 countermeasures only funciton with the milan-3 launcher even though all milan launchers can fire all milan atgms.",group/ frmechinf,individual/ frifv,photo/marder1a3, 20mm auto-cannon, 7.62mm, Milan 3, 60, 75, 520, 35
78,MT-12,The serb iskra at fcs-1 computerized laser rangefinder fcs is offered for sale. Range for fcs-1 is 0-3000m. Russian 2nd gen ii sights are also available. The day sight can be used at night if the target is illuminated. Thermal sights are also available up to 3500m.,group/ enattowed,individual/ encannontowed,photo/mt12, 100mm APFSDS-T, null, null,,,,
79,MT-LB,"General-purpose carrier & prime mover developed from an unarmored civilian tractor. Some versions are used as an apc with a maximum capacity of 11 dismounted soldiers. The wide track makes it one of the world’s best lavs for ice, snow, marshes, & sand. Basic model carries one 7.62-mm machine gun. Other weapons systems can be mounted on the vehicle for a variety of purposes. Mt-lb has been converted by their users into a number of support roles including being used as an ambulance to evacuate the wounded from the battlefield.",group/ enmechinf,individual/ enapc,photo/mtlb, PKM, null, null, 14, 70, 500, 12
80,Pandur APC,"Optional weaponry includes a 20-mm autocannon in traversing turret, 30-mm mauser dual-feed cannon in 2- man turret, 90-mm main gun in a 2-man turret, heavy mortaro, or a hot 4000 at launcher.",group/ frstryker,individual/ frstryker,photo/pandur, M2 .50 caliber, 7.62mm, null, 25,105,650,11
81,PT-76,"Original pt-76 was produced in limited numbers with a non-stabilized main gun. Some pt-76s are augmented with 12.7-mm aa mgs. Api round can defeat all lavs, and most hacvs the chassis was derived from the btr- 50 apc chassis. Israel offers an upgrade package with a 90-mm gun, lrf fire control and a 300-hp engine.",group/ enarmor,individual/ enlttank,photo/pt76, 76mm HEAT, PKM, null, 20, 44, 260, 14
82,Ratel,"While the vehicle has wheels (6 x 6), it is still an ifv because it is meant to fight through the objective instead of dismounting before the objective. The wheel vehicle makes it faster, especially on roads, with better fuel consumption. The drawback is that wheeled vehicles usually cannot go where track vehicles can navigate.",group/ frstryker,individual/ frstryker,photo/ratel, M2 .50 caliber, 7.62mm, null,20,105,1000,19
83,RG-31,"One of the early mine-protected vehicles used in iraq. While basic model is unarmed & used to transport supplies, other versions can be armed with a variety of weapons including the platt weapons station with 5.56-mm, 7.62-mm, or 12.7-mm mgs or mk-17 ags.",group/ frwheelinf,individual/ fruparmortruck,photo/rg31, M2 .50 caliber, null, null,25,120,805,19
84,Spider LSV,"4 x 4 dune buggy type vehicle with rollover frame can hold up to 6 passengers in addition to the crew. Other weapon options include a 5.56-mm machine gun, 7.62- mm machine gun with 3000 rounds, an automatic grenade launcher with 300 rounds, or a spike-lr agtm with 6 rounds. Various uses include as a weapons team vehicle, fire support vehicle, anti-tank weapons carrier, man-portable sam vihicle, or as a rista/security team vehicle.",group/ frwheelinf,individual/ fratv,photo/spider, M2 .50 caliber, null, IR F&F HEAT,2,130,700,2
85,T-34/85,"Main gun is in the family with D-44 and SD-44 field guns, KS-12 AA Gun and ASU-85 assault gun. Ammunition options include the variety of ammunition available for these guns.",group/ enarmor,individual/ enlttank,photo/t34, 85mm Rifled Gun, PKM, null, 85, 56, 300, 32
86,T-55AMV,"T-55amv is derived from a line of variants of t-55 mbt. The -amv upgrade means substitution of era for bdd (aka eyebrow or bra) armor. Variants ending with -1 denote the engine replaced w/v-46 from t-72 mbt. The british l7 105-mm rifled gun has been used in several t-54/55/type 59 tank upgrade programs. Several more recent 105-mm rounds and tank fire control systems have been developed, to increase effectiveness of 105-mm tank guns. There are also now 120-mm low-recoil smoothbore tank guns, such as the compact tank gun (ctg), which fire standard unitary rounds, for t-54/55/type 59 upgrade programs. Optional sights and fire control systems include the israeli el-op red tiger and matador fcs, swedish nobeltech t-series sight, and german atlas molf. The serbian suv-t55a fcs, british marconi digital fcs, south african tiger, and belgian sabca titan offer upgraded function. One of the best is the slovenian efcs-3 integrated fcs. A romanian/french fcs upgrade package from tr-85m1 tank can be used on t-55 type tanks. It has hunter-killer fc, and thermal gunner sight. A variety of thermal sights are available, including the russian/french alis and namut-type sight from peleng. There are also thermal sights which permit night launch of atgms. T-55 with bdd or ""Bra armor"" (semi-circular add-on armor) have turret protection increased to 330 mm (ke) and 400-450 mm (ce). Other improvements available include a hull bottom reinforced against mines, better engines, rubber track pads, and a thermal sleeve for the gun. Some forces have added era, applique, or box armor to t-55 tanks. These protection improvements may give marginal improvement against older rounds up to 105 mm, but do not protect sufficiently to defeat most 120-125 mm apfsds-t rounds at 2000 m. They offer some degree of protection against some tier 4 and a few tier 3 atgl warheads and atgms, but not against more modern at weapons.",group/ enarmor,individual/ enmedtank,photo/t55amv, 100mm APFSDS-T, PKT, AT-10B HEAT, 200, 50, 390, 41
87,T-62M,"The 1k13 sight is both night sight and atgm launcher sight; however, it cannot be used for both functions simultaneously. With a simple upgrade, the sight can accommodate a range increase to the missile range. For most tier 3 and tier 4 opfor portrayals, the upgrade is not likely, but the option is a cost-effective one. Optional sights and fire control systems include the israeli el-op red tiger and matador fcs, swedish nobeltech t-series sight, and german atlas molf. The british marconi digital fcs, south african tiger, and belgian sabca titan offer upgraded function. One of the best is the slovenian efcs-3 integrated fcs. A variety of thermal sights is available. They include the russian agava, french sagem-produced alis and namut sight from peleng. There are thermal sights available for installation, which permits night launch of atgms. Other improvements available include a hull bottom reinforced against mines, rubber track pads, and a thermal sleeve for the gun.",group/ enarmor,individual/ enmedtank,photo/t62, 115mm APFSDS-T, PKT, AT-10B HEAT, 230, 45, 450, 42
88,T-64B,"The night sight cannot be used to launch the atgm. The day sight can be used at night for launching atgms if the target is illuminated. A variety of thermal sights are available. They include the russian agava-2, french sagem-produced alis and namut sight from peleng. There are thermal sights available for installation, which permits night launch of atgms. The more recent bk-27 heat round offers a triple-shaped charge warhead and increased penetration against conventional armors and era. The bk-29 round, with a hard penetrator in the nose is designed for use against reactive armor, and as an mp round has fragmentation effects. If the bk-29 heat-mp is used, it may substitute for frag-he (as with nato countries) or complement frag-he. With three round natures (apfsds-t, heat-mp, atgms) in the autoloader versus four, more antitank rounds would available for the higher rate of fire.",group/ enarmor,individual/ enmedtank,photo/t64b, 125mm APFSDS-T, PKM, AT-8 HEAT, 450, 60, 500, 43
89,T-72A,"A variety of thermal sights are available. They include the Russian Agava-2, French SAGEM-produced ALIS and Namut sight from Peleng. The more recent BK-27 HEAT round offers a triple-shaped charge warhead and increased penetration against conventional armors and ERA. The BK-29 round, with a hard penetrator in the nose is designed for use against reactive armor, and as an MP round has fragmentation effects. If the BK-29 HEAT-MP is used, it may substitute for Frag-HE (as with NATO countries) or complement Frag-HE. With three round natures (APFSDS-T, HEAT-MP, ATGMs) in the autoloader versus four, more antitank rounds would available for the higher rate of fire.",group/ enarmor,individual/ enmedtank,photo/t72a, 125mm APFSDS-T, PKT, AT-11B HEAT, 500, 60, 460, 43
90,T-72BM,"Russian t-72b upgrade with 2nd gen era. The system is fielded, available for export, and upgraded. Tier 2 and some tier 3 tanks can challenge us forces under favorable conditions when using modern ammunition and employed by well-trained units with sound tactics. A variety of upgrades are available for the t-72b. They include protection upgrades, such as improved era, aps, defensive aids suites with ir jammers, plate armor, welded turret, and grill armor around tracks and grill. Mobility upgrades include a new power train, improved steering, improved mine plows and rollers, and electronic mine spoofing system. Fire control system upgrades include new sights, gun, ammunition, and improved stabilization. With the expanding number of upgrades offered by former warsaw pact, asian, israeli, and other firms, most t-72-type tanks have some level of upgrade from the basic t-72 mbt. The more affordable upgrade approach for most countries is to execute specific upgrades during maintenance work. But this approach may result in only partially modernized tanks at any one point in the life of the vehicle, and which are not as modern as more recent competitors. An alternative is to produce modernized tanks in small numbers, resulting in high per-unit production costs.",group/ enarmor,individual/ enmedtank,photo/t72bm, 125mm APFSDS-T, PKT, AT-11B HEAT,800,60,480,46
91,T-72BU,"Renamed t-90. With the limited market for new tanks, the world tank industry has developed upgrades and whole vehicle upgrade packages to tap into the market. Older t-72 tanks can be brought up to the t-72b standard. Some approach the t-90 standard. Most t-72-type tanks fielded reflect some level of upgrade. Upgrade options are expanding from former warsaw pact, asian, israeli, and other international firms.",group/ enarmor,individual/ entank,photo/t72bu, 125mm APFSDS-T, PKT, AT-11B HEAT, 840, 65, 500, 47
92,T-80B,"The night sight cannot be used to launch the atgm. The day sight can be used at night for launching atgms if the target is illuminated. A variety of thermal sights are available. They include the russian agava-2, french sagem-produced alis and namut sight from peleng. There are thermal sights available for installation, which permit night launch of atgms. The 12.7-mm mg nsvt has both remote electronically operated sight pzu-5 and gun-mounted k10-t reflex sight. The more recent bk-27 heat round offers a triple-shaped charge warhead and increased penetration against conventional armors and era. The bk-29 round, with a hard penetrator in the nose is designed for use against reactive armor, and as an mp round has fragmentation effects. If the bk-29 heat-mp is used, it may substitute for frag-he (as with nato countries) or complement frag-he. With three round natures (apfsds-t, heat-mp, atgms) in the autoloader versus four, more antitank rounds would available for the higher rate of fire. The atgm may be launched while moving slowly (nfi). The at-8 can be auto-loaded with the two halves mated during ramming; but the stub charge is manually loaded. Gta-18a auxiliary power unit is used when the engine is off. Fording depths (m): 12.0 with brod-m system original night sight is the ii buran-pa (800-1300 meters range). The buran-pa cannot be used to launch the atgm. The 1g46 day sight can be used at night for launching atgms if the target is illuminated. A variety of thermal sights are available. They include the russian sanoet, french sagem-produced alis and namut sight from belorussian peleng.",group/ enarmor,individual/ entank,photo/t80b, 125mm APFSDS-T, PKT, AT-11B HEAT, 600, 70, 370, 45
93,T-90A,"The russian military decided against t90a for its forces. In sep 2011, they displayed t-90am as a deep modernization of t-90a. They include a low-profile turret with a bustle autoloader and blow-out panels. The new 2a82 gun fires a longer (700+ mm est) and heavier apfsds-t round to 3,500+ m the original version of the tank has an 840-hp diesel engine. The engine in subsequent models is upgraded. Engine options include 950, 1,000 and 1,100 hp. The original tank had an ii sight from the t-80 series (buran-pa, 800-1300 meters range). However, marketing materials feature the agava-2 thermal sight. Recent gen3 sights are available. These night sights permit night launch of atgms. Relikt 3d gen era is offered to replace kontakt-5 in several upgrade packages, or as a separate upgrade. The era adds up to 600 mm ce protection and 300 mm ke to turret base armor protection, or about 150 mm more than kontakt-5. Arena aps is available. Active protection systems. Defensive aides suite is shtora-1 (laser warning receiver with gun auto-slew, lwr-directed smoke grenade launchers, and eo-ir jammer), or partial package excluding ir jammers. None is on bhishma. The shtora-1 ir atgm countermeasure illuminators can be detected with night sights. Shtora-1 has no effect against most modern atgm systems, with encoded tracker beacons. Exclusion of shtora-1 offers more era on the turret front and reduces costs. Protection probably includes radar-absorbent materials and ir-resistant paint the t-90 may be fielded with full shtora-1 package (laser warning receiver with auto-slew gun capability, lwr-directed smoke grenade launchers, and eo-ir jammer), with a partial package, or without shtora-1. Shtora-1 illuminators can be used for night illumination. An improved gun, 2a46m-4, with improved accuracy and use life is available for fitting to the t-90. The bk-29 round, with a hard penetrator in the nose is designed for use against reactive armor, and as an mp round has fragmentation effects. The bk-27 heat round offers a triple-shaped charge warhead and 50 mm more penetration.The 12.7-mm mg nsvt has both remote electronically operated sight pzu-5 with vertical stabilization, night acquisition, and a gun-mounted k10-t reflex sight.",group/ enarmor,individual/ entank,photo/t90a, 125mm APFSDS-T, PKT, AT-11B HEAT, 840, 65, 500, 47
94,TIGR-M,4 X 4 utility vehicle similar to the HWWMV based on the GAZ-2330 chassis; can carry 5 to 10 total personnel based on variant; firing ports in police version only.,group/ enwheeledinf,individual/ enuparmortruck,photo/tigrm, 7.62mm, null, null,5,140,900,8
95,TOS-1,"Launchers are maintained with chemical troops, but are often employed with artillery. Other applications include defoliation and mine clearing. A variety of enhanced blast mixtures (varying from improvised from common materials to sophisticated) can be used to produce thermobaric or fuel-air explosive (FAE) effects. The sophisticated mix for TOS-1 may be enhanced with powdered tetranite. The primary FAE effect is a long-duration high-pressure blast wave which creates a vacuum - then precipitates a reverse wave. These pressure/vacuum surges (up to 427 pounds per sq inch) cause a ripping effect on soft materials (such as airplane skin, radar surface, human lung tissue). Walls and surfaces within the affected area do not necessarily shield victims, rather causing multiple pressure waves, which amplify the tearing effects and can topple structures. A secondary effect is high-temperature heat - 2,500-3,000° C. An incomplete explosion renders a near-devastating effect, wide-area long-duration high-temperature flame. Even those outside of the blast area will be rendered ineffective with debilitating mental and physical trauma. Primary TOS-1 use considerations are: (1) it works best under conditions which normally protect targets from weapons: (2) it has a high assurance of devastation within a large area. The TOS-1 is designed primarily for use against emplacements, defilade areas (such as terrain folds and tunnels), fighting positions, ships, buildings, as well as personnel and other soft targets. High angles-of-fire and steep impact angles support use in defilade and urban areas. Despite the seeming short range, the weapon was effectively used in Chechnya to disable defenders within a specific sector just prior to an assault, to halt assaults, and to level buildings.",group/ enspmlrs,individual/ enarmormlrs,photo/tos1, 220mm Thermobaric Rockets, null, null, 560, 60, 550, 46
96,Type 59 II,Original model is a copy of the former soviet t-54 mbt and has a 100-mm rifled main gun.,group/ enarmor,individual/ enmedtank,photo/type59ii, 105mm APFSDS-T, 7.62mm, AT-10 HEAT, 203, 50, 440, 37
97,Type 63A,"China has a more recent amphibious light tank known as ZBD2000. It shares the more modern and more sea-worthy chassis of the Type 90 APC and an IFV variant. Expected ship launch distance is 10 km from shore. With two powerful water jets and large bow and stern flaps, the vehicle can plane across water at a speed of 47 km/h. The 105 guns are like those of Type 63A, with and capability to launch ATGMs while afloat. The vehicle also has GPS navigation.",group/ enarmor,individual/ enmedtank,photo/type63a, 105mm APFSDS-T, 7.62mm, AT-10 HEAT,75,64,370,20
98,Type 85 III,"Upgrade was offered for Type 85 exports, with 1000 hp, ERA, improved FCS, and thermal night sight. Type 88 series tanks have been upgraded to this standard.",group/ enarmor,individual/ enmedtank,photo/type85iii, 125mm APFSDS-T, 7.62mm, INA HEAT, 650, 57, 700, 46
99,Type 89,"The Norinco Type 89 tracked armoured fighting vehicle is a Chinese armoured personnel carrier. It was developed from the earlier export market Type 85 AFV vehicle. It entered service in the late 1990s and was first shown publicly in 1999. There are approximately 1,000 in service. It has the industrial index of WZ534 and although it was mainly developed for the PLA, there is also an export version YW534.",group/ enarmorrecon,individual/ enifv,photo/type89, 12.7mm, null, null, 35,66,500,14
100,Type 92B,"WXLZ602B for vehicle. Other missile nomenclatures include RA-9, Hong Jian-9, and HJ-9. The missile appears to have been derived from the U.S. TOW missile, with upgrades in range, guidance, and warhead design.",group/ enarmorwheelat,individual/ enwheelarmorat,photo/type92b, null, null, Laser Guided HEAT,25,98,800,13
101,Type 99,"Type 98 upgrade with advanced conformal era, 2nd gen thermal sight, countermeasure laser dazzler, and a more powerful engine. This is the latest fielded chinese tank based on the third generation tank type 90-ii/p-90 chassis.",group/ enarmor,individual/ entank,photo/type99, 125mm APFSDS-T, 7.62mm, INA HEAT, 840, 57, 700, 54
102,UAZ-469,"600 kg payload capacity. Cargo space is 1.6 square meters, 1400 mm x 1000 m x 400 mm. Often unarmed, but some feature a pintle-mounted 7.62-mm or 12.7-mm machine gun or a w-87 automatic grenade launcher. Air defense or anti-tank units may hve other role-specific weapon systems.",group/ enwheelinf,individual/ entruck,photo/uaz469, null, null, null,2,110,482,2
103,V-150; Commando,4 X 4 light armored vehicle with an exit door on both sides of the vehicle for 2 soldiers with no firing ports.,group/ frwheelinf,individual/ fruparmortruck,photo/v150, 7.62mm, null, null,12,89,643,10
104,VAB,Alternate primary weapon is a 12.7-mm machine gun with 1200 rounds. Vehicle comes in 6 x 6 or 8 x 8 variants that increase the vehicle’s weight. Vehicle can be used as a platform for a variety of weapons is evident by the number and variety of variants available.,group/ frwheelinf,individual/ fruparmortruck,photo/van, M2 .50 caliber, null, null,12,92,1000,13
105,VAMTAC,"Vehicle can be armed with a wide variety of weapons including machine guns, automatic grenade launchers (agl), anti-tank missiles, anti-aircraft missiles, or 81-mm mortars.",group/ frwheelinf,individual/ fruparmortruck,photo/vamtac, M2 .50 caliber, null, Laser Guided HEAT,12,126,600,8
106,VBR,4 x 4 armored vehicle carrier serves in a variety of roles. Some variants can carry more than the crew. Some vbrs will carry a 7.62-mm machine gun as a secondary weapon. This could be coaxial mounted on an atgm platform system or on a ring mount. Lrac anti-tank launchers are also available as an option,group/ frwheelinf,individual/ fruparmortruck,photo/vbr, M2 .50 caliber, null, Laser Guided HEAT,12,95,600,8
107,VTT-323,"North korean produced type 63 apc using pt-85 chassis with rear exit door & at least 2 firing ports on each side with space for 10 soldiers. Thermal sights are available. The slovenian tsm atgm thermal night sight can detect targets at 4,500 m & provide recognition at 2,000 m. The he-blast atgm is used for killing personal, destroying bunkers, or firing other fortifications.",group/ enmechinf,individual/ enapc,photo/vtt323, 14.5 KPVT, 9K310 Igla-1, AT-3 Sagger, 24, 80, 450, 14
108,WZ 551,"6 x 6 wheeled apc, very similar to the french vab, with single rear exit door and two roof hatches for a total of 12 soldiers (crew included); 4 firing ports on both sides. Some analysts call the type 92 with the 25-mm turreted gun an ifv, but it does not meet all the criteria.",group/ enwheeledinf,individual/ enbtr,photo/wz551, 25mm auto-cannon, PKM, null, 10, 95, 800, 15
109,YPR 765,Vehicles 76-590 featured another 25-mm rifled chain gun ilo of the kba-b02 with 220 rounds (175 he-I & 45 apds-t),group/ frmechinf,individual/ frapc,photo/ypr765, M2 .50 caliber, null, null,25,61,490,14
110,YW 531,"Primary information is on the yw 531c, the most likely vehicle to encounter on the battlefield.",group/ enmechinf,individual/ enapc,photo/yw531, 12.7mm, null, null, 14, 60, 500, 13
111,SA-10;  S-300,"Although many sa-10b units were fielded with 36d6/tin shield ta radars, most were later replaced with 76n6/clam shell. The phased-array radars feature low detection, and high jam resistance. The sa-10b links to the iads to get digital ad data from ew assets, ad aircraft, ad intel, and other sam units. Sa- 10 radars share data with other ad units. Forward observers are distributed throughout the coverage area. Other ew and ta radars can used in sa-10 groups and complexes.",group/ enhaada,individual/ enwheelhvyada ,photo/sa10, S-300PM SAM, null, null, 2, 63, 650, 42
112,SA-11;  Buk-M1,"Telars can operate autonomously. Launcher-loaders can launch with telar command. Sa-11 can launch sams against ground targets. It is likely that initial russian units will have batteries with a telar and 1-4 lls, similar to buks in kub-m4 batteries.",group/ enhaada,individual/ ensphvyada,photo/sa11, 9M38M1 SAM, null, null, 10, 65, 500, 32
113,SA-13;  Strela-10M3,"The sa-13a replaced sa-9 with an updated launcher mounted on a different chassis. The mt-lb hull offers half the protection of the sa-9 brdm-2 chassis, but with more mobility. The battery set uses centralized digital target warning net; but each launcher must individually acquire and launch against targets. Associated equipment includes a 9v915m maintenance vehicle, 9i11 external power supply system, and a 9v839m test vehicle. The platoon cmd launcher (9a35m/telar-1) has a flat box -b, and can pass data to the other launchers (9a34m/telar-2.",group/ enmaada,individual/ enspmedada,photo/sa13,9M333, null, null, 10, 65, 500, 32
114,SA-14;  Strela-3,"The gunner may have an optional portable electronic plotting board, which warns of location and direction of approaching target(s) with a display range of up to 12.5 km. A variety of night sights are available, including 1 gen ii (2,000-3,500), 2 gen ii (4,500), and thermal sight (5,000-6,000). British ring sights permit ii night sight to be mounted to any manpads. Given warning on approach azimuth at night, or launched toward a receding aircraft, the manpads can be used to scan the direction and lock on without the target being visually acquired in the sights.",group/ enlaada,individual/ enltada,photo/sa14, 9K34 SAM, null, null,,,,
115,SA-15;  Tor-M1,"Sa-15b is designed to be a completely autonomous air defense system (at division level), capable of surveillance, command and control, missile launch and guidance functions from a single vehicle. The basic combat formation is the firing battery consisting of four tlars and the rangir battery command post. The tlar carries eight ready missiles stored in two containers holding four missiles each. The sa-15b has the capability to automatically track and destroy 2 targets simultaneously in any weather and at any time of the day.",group/ enmaada,individual/ enspmedada,photo/sa15, 9M331 SAM, null, null, 10, 65, 500, 34
116,SA-16;  Igla-1,"Launcher deployment time is 5-13 seconds. Missiles are preloaded in the launch tube for quick loading to the gripstock. A tube can be used up to five times. The missile is cooled by a disposable bottle of refrigerant. The bottle and launcher battery are useable for 30 seconds after activation. Because the nose extends past the launcher tube, the nose is protected with an extended cap which is removed before launching. Once the operator reaches the launch area, he will often remove the protective pad, and will remove the missile cap prior to use. Maximum speed for targets engaged varies from 320 m/s rear aspect, receding targets, to 360-400 m/s head-on, approaching targets. The gunner may have an optional portable electronic plotting board, which warns of location and direction of approaching target(s) with a display range of up to 12.5 km. For tier 1 and tier 2 opfor simulations and units operating from vehicles, this system and pelengator are likely. Missile seeker features a two-color seeker with improved proportional convergence logic, and an igla (needle) device on the seeker, with mirror and tripod to cool the seeker and facilitate more rigorous g-load turns with reduced seeker warming. With these features, the sa-16 offers superior maneuver and countermeasure resistance over the previous manpads, and a base level of precision against maneuvering aircraft that is similar to the sa-18. Nevertheless, this missile is more vulnerable to eo/ir decoy countermeasures than the later sa-18.",group/ enlaada,individual/ enltada ,photo/sa16, 9K310 SAM, null, null,,,,
117,SA-17;  Buk-M2E,"Sa-17/grizzly/buk-m2e/ural: russian redesign/follow-on of sa-11. It uses 9m317 missiles and 2 new radars. The system has 2 giraffe vehicles (with dual mode radars on telescope arms), 4 telars, 8 lls, orion rf intel system, and a support coordination vehicle. All battery radars are chairback phased array with 160 km detection, 120 for low flyers. System simultaneously tracks 10 targets and engages 4 (or 24/bn). Effective range is 45 km with ph of 90% for fw/heli, 80 tbms. Minimum altitude is 0 m with 80% p-hit. It now as limited fielding in 1 country. It is likely that initial russian units will have batteries with a telar and 1-4 lls, similar to buks in kub-m4 batteries. A wheeled version of sa-17 is buk-m2ek on a 6x6 belorussian cross-country chassis.",group/ enhaada,individual/ ensphvyada ,photo/sa17, 9M317 SAM, null, null, 10, 65, 500, 32
118,SA-18m; Igla,"Igla-d: launcher used in airborne forces. It can be separated in two parts for easier portability, but this adds 60 seconds to the reaction time. Igla-n: increased lethality due primarily to the warhead mass increased to 3.5 kg, and can be separated in two parts. Igla-v: air-to-air version igla-1 (sa-16): economical variant of the igla manpads especially suited for out-maneuvering helicopters.",group/ enlaada,individual/ enltada,photo/sa18, 9M39 SAM, null, null,,,,
119,SA-2;  S-75 Dvina,"The sa-2/guideline is a two-stage medium-to-high altitude, radar-tracking sam. Because its range is generally in the 35-50-km band, it is more mrad system than lrad. The weapon is a national-level asset usually found in the rear area with the mission of site defense of static assets such as supply and command installations. It is fired from a single-rail ground-mounted launcher that can be moved by a truck. The missiles are carried on a special transloader-semi-trailer towed by a zil truck. An sa-2 regiment consists of three battalions, each having a single firing battery. Each battery has six launchers arranged in a star formation, centrally positioned fan song fire control radar, and a loading vehicle. The two forward batteries usually locate 40 to 50 km behind front lines; the third battery locates approx 80 km behind. Limitations include limited effectiveness against updated ecm, restricted mobility, and limited effectiveness against low-altitude targets.",group/ enhaada,individual/ enhvyada,photo/sa2, V750K SAM, null, null,,,,
